Q9UBW7 AF-Q9UBW7-F1-model_v4.pdb
O75061 AF-O75061-F1-model_v4.pdb
O75069 AF-O75069-F1-model_v4.pdb
O75072 AF-O75072-F1-model_v4.pdb
O75077 AF-O75077-F1-model_v4.pdb
O75081 AF-O75081-F1-model_v4.pdb
O75083 AF-O75083-F1-model_v4.pdb
O75095 AF-O75095-F1-model_v4.pdb
O75106 AF-O75106-F1-model_v4.pdb
O75110 AF-O75110-F1-model_v4.pdb
O75112 AF-O75112-F1-model_v4.pdb
Q9H582 AF-Q9H582-F1-model_v4.pdb
Q9H5I5 AF-Q9H5I5-F1-model_v4.pdb
Q9H5P4 AF-Q9H5P4-F1-model_v4.pdb
Q9H5U6 AF-Q9H5U6-F1-model_v4.pdb
Q9H5V8 AF-Q9H5V8-F1-model_v4.pdb
Q9H5V9 AF-Q9H5V9-F1-model_v4.pdb
Q9H611 AF-Q9H611-F1-model_v4.pdb
Q9H694 AF-Q9H694-F1-model_v4.pdb
Q9H6D7 AF-Q9H6D7-F1-model_v4.pdb
Q9H6K4 AF-Q9H6K4-F1-model_v4.pdb
Q9H6L2 AF-Q9H6L2-F1-model_v4.pdb
Q9H6L5 AF-Q9H6L5-F1-model_v4.pdb
Q9H6P5 AF-Q9H6P5-F1-model_v4.pdb
Q9H6Q3 AF-Q9H6Q3-F1-model_v4.pdb
Q9H6Q4 AF-Q9H6Q4-F1-model_v4.pdb
Q9H6S3 AF-Q9H6S3-F1-model_v4.pdb
Q9H6T0 AF-Q9H6T0-F1-model_v4.pdb
Q9H6U6 AF-Q9H6U6-F1-model_v4.pdb
Q9H6U8 AF-Q9H6U8-F1-model_v4.pdb
Q9H6V9 AF-Q9H6V9-F1-model_v4.pdb
Q9H6W3 AF-Q9H6W3-F1-model_v4.pdb
Q9H6X2 AF-Q9H6X2-F1-model_v4.pdb
Q9H6Z4 AF-Q9H6Z4-F1-model_v4.pdb
Q9H714 AF-Q9H714-F1-model_v4.pdb
Q9H799 AF-Q9H799-F1-model_v4.pdb
Q9H7D0 AF-Q9H7D0-F1-model_v4.pdb
Q9H7D7 AF-Q9H7D7-F1-model_v4.pdb
Q9H7E9 AF-Q9H7E9-F1-model_v4.pdb
Q9H7F0 AF-Q9H7F0-F1-model_v4.pdb
Q9H7P9 AF-Q9H7P9-F1-model_v4.pdb
Q9H7X0 AF-Q9H7X0-F1-model_v4.pdb
Q9H7Y0 AF-Q9H7Y0-F1-model_v4.pdb
Q9H7Z6 AF-Q9H7Z6-F1-model_v4.pdb
Q9H808 AF-Q9H808-F1-model_v4.pdb
Q9H869 AF-Q9H869-F1-model_v4.pdb
Q9H892 AF-Q9H892-F1-model_v4.pdb
Q9H8E8 AF-Q9H8E8-F1-model_v4.pdb
Q9H8H0 AF-Q9H8H0-F1-model_v4.pdb
Q9H8M5 AF-Q9H8M5-F1-model_v4.pdb
Q9H8T0 AF-Q9H8T0-F1-model_v4.pdb
Q9H8X9 AF-Q9H8X9-F1-model_v4.pdb
Q9H8Y8 AF-Q9H8Y8-F1-model_v4.pdb
Q9H900 AF-Q9H900-F1-model_v4.pdb
Q9H902 AF-Q9H902-F1-model_v4.pdb
Q9H944 AF-Q9H944-F1-model_v4.pdb
Q9H9B1 AF-Q9H9B1-F1-model_v4.pdb
Q9H9C1 AF-Q9H9C1-F1-model_v4.pdb
Q9H9G7 AF-Q9H9G7-F1-model_v4.pdb
Q9H9L4 AF-Q9H9L4-F1-model_v4.pdb
Q9H9P8 AF-Q9H9P8-F1-model_v4.pdb
Q9H9Q4 AF-Q9H9Q4-F1-model_v4.pdb
Q9H9S0 AF-Q9H9S0-F1-model_v4.pdb
Q9H9S3 AF-Q9H9S3-F1-model_v4.pdb
Q9H9T3 AF-Q9H9T3-F1-model_v4.pdb
Q9H9Y6 AF-Q9H9Y6-F1-model_v4.pdb
Q9HA38 AF-Q9HA38-F1-model_v4.pdb
Q9HA90 AF-Q9HA90-F1-model_v4.pdb
Q9HAB8 AF-Q9HAB8-F1-model_v4.pdb
Q9HAS3 AF-Q9HAS3-F1-model_v4.pdb
Q9HAT0 AF-Q9HAT0-F1-model_v4.pdb
Q9HAT1 AF-Q9HAT1-F1-model_v4.pdb
Q9HAT2 AF-Q9HAT2-F1-model_v4.pdb
Q9HAU0 AF-Q9HAU0-F1-model_v4.pdb
Q9HAW0 AF-Q9HAW0-F1-model_v4.pdb
Q9HAW7 AF-Q9HAW7-F1-model_v4.pdb
Q9HAW8 AF-Q9HAW8-F1-model_v4.pdb
Q9HAW9 AF-Q9HAW9-F1-model_v4.pdb
Q9HAZ2 AF-Q9HAZ2-F1-model_v4.pdb
Q9HB09 AF-Q9HB09-F1-model_v4.pdb
Q9HB29 AF-Q9HB29-F1-model_v4.pdb
Q9HB55 AF-Q9HB55-F1-model_v4.pdb
Q9HB58 AF-Q9HB58-F1-model_v4.pdb
Q9HB63 AF-Q9HB63-F1-model_v4.pdb
Q9HB75 AF-Q9HB75-F1-model_v4.pdb
Q9HBA0 AF-Q9HBA0-F1-model_v4.pdb
Q9HBE1 AF-Q9HBE1-F1-model_v4.pdb
Q9HBE4 AF-Q9HBE4-F1-model_v4.pdb
Q9HBG6 AF-Q9HBG6-F1-model_v4.pdb
Q9HBG7 AF-Q9HBG7-F1-model_v4.pdb
Q9HBI1 AF-Q9HBI1-F1-model_v4.pdb
Q9HBL0 AF-Q9HBL0-F1-model_v4.pdb
Q9HBL6 AF-Q9HBL6-F1-model_v4.pdb
Q9HBX8 AF-Q9HBX8-F1-model_v4.pdb
Q9HBZ2 AF-Q9HBZ2-F1-model_v4.pdb
Q9HC07 AF-Q9HC07-F1-model_v4.pdb
Q9HC10 AF-Q9HC10-F1-model_v4.pdb
Q9HC21 AF-Q9HC21-F1-model_v4.pdb
Q9HC23 AF-Q9HC23-F1-model_v4.pdb
Q9HC29 AF-Q9HC29-F1-model_v4.pdb
Q9HC62 AF-Q9HC62-F1-model_v4.pdb
Q9HC73 AF-Q9HC73-F1-model_v4.pdb
Q9HC77 AF-Q9HC77-F1-model_v4.pdb
Q9HC78 AF-Q9HC78-F1-model_v4.pdb
Q9HC97 AF-Q9HC97-F1-model_v4.pdb
Q9HCC0 AF-Q9HCC0-F1-model_v4.pdb
Q9HCC8 AF-Q9HCC8-F1-model_v4.pdb
Q9HCC9 AF-Q9HCC9-F1-model_v4.pdb
Q9HCD6 AF-Q9HCD6-F1-model_v4.pdb
Q9HCE0 AF-Q9HCE0-F1-model_v4.pdb
Q9HCE1 AF-Q9HCE1-F1-model_v4.pdb
Q9HCE6 AF-Q9HCE6-F1-model_v4.pdb
Q9HCE7 AF-Q9HCE7-F1-model_v4.pdb
Q9HCE9 AF-Q9HCE9-F1-model_v4.pdb
Q9HCF6 AF-Q9HCF6-F1-model_v4.pdb
Q9HCG7 AF-Q9HCG7-F1-model_v4.pdb
Q9HCH3 AF-Q9HCH3-F1-model_v4.pdb
Q9HCH5 AF-Q9HCH5-F1-model_v4.pdb
Q9HCI7 AF-Q9HCI7-F1-model_v4.pdb
Q9HCJ0 AF-Q9HCJ0-F1-model_v4.pdb
Q9HCJ1 AF-Q9HCJ1-F1-model_v4.pdb
Q9HCK4 AF-Q9HCK4-F1-model_v4.pdb
Q9HCK8 AF-Q9HCK8-F1-model_v4.pdb
Q9HCM2 AF-Q9HCM2-F1-model_v4.pdb
Q9HCM3 AF-Q9HCM3-F1-model_v4.pdb
Q9HCM4 AF-Q9HCM4-F1-model_v4.pdb
Q9HCN6 AF-Q9HCN6-F1-model_v4.pdb
Q9HCP0 AF-Q9HCP0-F1-model_v4.pdb
Q9HCR9 AF-Q9HCR9-F1-model_v4.pdb
Q9HCU0 AF-Q9HCU0-F1-model_v4.pdb
Q9NQV6 AF-Q9NQV6-F1-model_v4.pdb
Q9NQV8 AF-Q9NQV8-F1-model_v4.pdb
Q9NQW6 AF-Q9NQW6-F1-model_v4.pdb
Q9NQW8 AF-Q9NQW8-F1-model_v4.pdb
Q9NQX1 AF-Q9NQX1-F1-model_v4.pdb
Q9NQX3 AF-Q9NQX3-F1-model_v4.pdb
Q9NQX4 AF-Q9NQX4-F1-model_v4.pdb
Q9NQZ6 AF-Q9NQZ6-F1-model_v4.pdb
Q9NQ66 AF-Q9NQ66-F1-model_v4.pdb
Q9NQ69 AF-Q9NQ69-F1-model_v4.pdb
Q9NQ75 AF-Q9NQ75-F1-model_v4.pdb
Q9NQ76 AF-Q9NQ76-F1-model_v4.pdb
Q9NQ86 AF-Q9NQ86-F1-model_v4.pdb
Q9NQ90 AF-Q9NQ90-F1-model_v4.pdb
Q9NQ94 AF-Q9NQ94-F1-model_v4.pdb
Q9NQB0 AF-Q9NQB0-F1-model_v4.pdb
Q9NQC1 AF-Q9NQC1-F1-model_v4.pdb
Q9NQC3 AF-Q9NQC3-F1-model_v4.pdb
Q9NQC7 AF-Q9NQC7-F1-model_v4.pdb
Q6NUQ4 AF-Q6NUQ4-F1-model_v4.pdb
Q6NUS6 AF-Q6NUS6-F1-model_v4.pdb
Q6NUT2 AF-Q6NUT2-F1-model_v4.pdb
Q6NVY1 AF-Q6NVY1-F1-model_v4.pdb
Q6NW34 AF-Q6NW34-F1-model_v4.pdb
Q6NXG1 AF-Q6NXG1-F1-model_v4.pdb
Q6NXT6 AF-Q6NXT6-F1-model_v4.pdb
Q6NYC8 AF-Q6NYC8-F1-model_v4.pdb
Q6NZI2 AF-Q6NZI2-F1-model_v4.pdb
Q6NZY4 AF-Q6NZY4-F1-model_v4.pdb
Q01851 AF-Q01851-F1-model_v4.pdb
Q01892 AF-Q01892-F1-model_v4.pdb
Q01955 AF-Q01955-F1-model_v4.pdb
Q01968 AF-Q01968-F1-model_v4.pdb
Q01970 AF-Q01970-F1-model_v4.pdb
Q01973 AF-Q01973-F1-model_v4.pdb
Q02078 AF-Q02078-F1-model_v4.pdb
Q02083 AF-Q02083-F1-model_v4.pdb
Q02094 AF-Q02094-F1-model_v4.pdb
Q6NSI4 AF-Q6NSI4-F1-model_v4.pdb
Q6NSJ2 AF-Q6NSJ2-F1-model_v4.pdb
Q6NT04 AF-Q6NT04-F1-model_v4.pdb
Q6NTE8 AF-Q6NTE8-F1-model_v4.pdb
Q6NTF9 AF-Q6NTF9-F1-model_v4.pdb
Q6NUK1 AF-Q6NUK1-F1-model_v4.pdb
Q6NUK4 AF-Q6NUK4-F1-model_v4.pdb
Q02548 AF-Q02548-F1-model_v4.pdb
Q6KC79 AF-Q6KC79-F1-model_v4.pdb
Q6KCM7 AF-Q6KCM7-F1-model_v4.pdb
Q6MZQ0 AF-Q6MZQ0-F1-model_v4.pdb
Q6MZW2 AF-Q6MZW2-F1-model_v4.pdb
Q6N021 AF-Q6N021-F1-model_v4.pdb
Q02108 AF-Q02108-F1-model_v4.pdb
Q02161 AF-Q02161-F1-model_v4.pdb
Q02218 AF-Q02218-F1-model_v4.pdb
Q02223 AF-Q02223-F1-model_v4.pdb
Q02224 AF-Q02224-F1-model_v4.pdb
Q02241 AF-Q02241-F1-model_v4.pdb
Q02252 AF-Q02252-F1-model_v4.pdb
Q02297 AF-Q02297-F1-model_v4.pdb
Q02388 AF-Q02388-F1-model_v4.pdb
Q02413 AF-Q02413-F1-model_v4.pdb
Q02447 AF-Q02447-F1-model_v4.pdb
Q02487 AF-Q02487-F1-model_v4.pdb
Q6IMI6 AF-Q6IMI6-F1-model_v4.pdb
Q6IMN6 AF-Q6IMN6-F1-model_v4.pdb
Q6IPM2 AF-Q6IPM2-F1-model_v4.pdb
Q6IQ23 AF-Q6IQ23-F1-model_v4.pdb
Q6IQ26 AF-Q6IQ26-F1-model_v4.pdb
Q6IQ55 AF-Q6IQ55-F1-model_v4.pdb
Q6ISB3 AF-Q6ISB3-F1-model_v4.pdb
Q6ISU1 AF-Q6ISU1-F1-model_v4.pdb
Q6K0P9 AF-Q6K0P9-F1-model_v4.pdb
Q6KB66 AF-Q6KB66-F1-model_v4.pdb
Q02641 AF-Q02641-F1-model_v4.pdb
Q02750 AF-Q02750-F1-model_v4.pdb
Q02763 AF-Q02763-F1-model_v4.pdb
Q08499 AF-Q08499-F1-model_v4.pdb
Q08554 AF-Q08554-F1-model_v4.pdb
Q6GYQ0 AF-Q6GYQ0-F1-model_v4.pdb
Q6H8Q1 AF-Q6H8Q1-F1-model_v4.pdb
Q6H9L7 AF-Q6H9L7-F1-model_v4.pdb
Q6IA69 AF-Q6IA69-F1-model_v4.pdb
Q6IA86 AF-Q6IA86-F1-model_v4.pdb
Q6IBW4 AF-Q6IBW4-F1-model_v4.pdb
Q6IC98 AF-Q6IC98-F1-model_v4.pdb
Q6ICL3 AF-Q6ICL3-F1-model_v4.pdb
Q6IE81 AF-Q6IE81-F1-model_v4.pdb
Q6IEE8 AF-Q6IEE8-F1-model_v4.pdb
Q07869 AF-Q07869-F1-model_v4.pdb
Q07889 AF-Q07889-F1-model_v4.pdb
Q07890 AF-Q07890-F1-model_v4.pdb
Q07912 AF-Q07912-F1-model_v4.pdb
Q07954 AF-Q07954-F1-model_v4.pdb
Q07955 AF-Q07955-F1-model_v4.pdb
Q07973 AF-Q07973-F1-model_v4.pdb
Q08050 AF-Q08050-F1-model_v4.pdb
Q08174 AF-Q08174-F1-model_v4.pdb
Q08209 AF-Q08209-F1-model_v4.pdb
Q08257 AF-Q08257-F1-model_v4.pdb
Q08289 AF-Q08289-F1-model_v4.pdb
Q08345 AF-Q08345-F1-model_v4.pdb
Q08378 AF-Q08378-F1-model_v4.pdb
Q08426 AF-Q08426-F1-model_v4.pdb
Q08431 AF-Q08431-F1-model_v4.pdb
Q08477 AF-Q08477-F1-model_v4.pdb
Q08493 AF-Q08493-F1-model_v4.pdb
Q02809 AF-Q02809-F1-model_v4.pdb
Q04609 AF-Q04609-F1-model_v4.pdb
Q04637 AF-Q04637-F1-model_v4.pdb
Q04656 AF-Q04656-F1-model_v4.pdb
Q04671 AF-Q04671-F1-model_v4.pdb
Q04743 AF-Q04743-F1-model_v4.pdb
Q04759 AF-Q04759-F1-model_v4.pdb
Q04760 AF-Q04760-F1-model_v4.pdb
Q04864 AF-Q04864-F1-model_v4.pdb
Q07817 AF-Q07817-F1-model_v4.pdb
Q07820 AF-Q07820-F1-model_v4.pdb
Q07837 AF-Q07837-F1-model_v4.pdb
Q03060 AF-Q03060-F1-model_v4.pdb
Q03112 AF-Q03112-F1-model_v4.pdb
Q03135 AF-Q03135-F1-model_v4.pdb
Q03154 AF-Q03154-F1-model_v4.pdb
Q03164 AF-Q03164-F1-model_v4.pdb
Q03167 AF-Q03167-F1-model_v4.pdb
Q03405 AF-Q03405-F1-model_v4.pdb
Q03468 AF-Q03468-F1-model_v4.pdb
Q03519 AF-Q03519-F1-model_v4.pdb
Q03933 AF-Q03933-F1-model_v4.pdb
Q04206 AF-Q04206-F1-model_v4.pdb
Q02833 AF-Q02833-F1-model_v4.pdb
Q02880 AF-Q02880-F1-model_v4.pdb
Q02952 AF-Q02952-F1-model_v4.pdb
Q02962 AF-Q02962-F1-model_v4.pdb
Q02978 AF-Q02978-F1-model_v4.pdb
Q02985 AF-Q02985-F1-model_v4.pdb
Q03001 AF-Q03001-F1-model_v4.pdb
Q06265 AF-Q06265-F1-model_v4.pdb
Q06330 AF-Q06330-F1-model_v4.pdb
Q06413 AF-Q06413-F1-model_v4.pdb
Q06455 AF-Q06455-F1-model_v4.pdb
Q06495 AF-Q06495-F1-model_v4.pdb
Q06587 AF-Q06587-F1-model_v4.pdb
Q06609 AF-Q06609-F1-model_v4.pdb
Q06643 AF-Q06643-F1-model_v4.pdb
Q06710 AF-Q06710-F1-model_v4.pdb
Q06787 AF-Q06787-F1-model_v4.pdb
Q06889 AF-Q06889-F1-model_v4.pdb
Q07001 AF-Q07001-F1-model_v4.pdb
Q07020 AF-Q07020-F1-model_v4.pdb
Q07092 AF-Q07092-F1-model_v4.pdb
Q07157 AF-Q07157-F1-model_v4.pdb
Q07326 AF-Q07326-F1-model_v4.pdb
Q07343 AF-Q07343-F1-model_v4.pdb
Q07444 AF-Q07444-F1-model_v4.pdb
Q07617 AF-Q07617-F1-model_v4.pdb
Q07666 AF-Q07666-F1-model_v4.pdb
Q07699 AF-Q07699-F1-model_v4.pdb
Q07812 AF-Q07812-F1-model_v4.pdb
Q04900 AF-Q04900-F1-model_v4.pdb
Q04912 AF-Q04912-F1-model_v4.pdb
Q04941 AF-Q04941-F1-model_v4.pdb
Q05086 AF-Q05086-F1-model_v4.pdb
Q05193 AF-Q05193-F1-model_v4.pdb
Q05209 AF-Q05209-F1-model_v4.pdb
Q05397 AF-Q05397-F1-model_v4.pdb
Q05469 AF-Q05469-F1-model_v4.pdb
Q05481 AF-Q05481-F1-model_v4.pdb
Q05513 AF-Q05513-F1-model_v4.pdb
Q05516 AF-Q05516-F1-model_v4.pdb
Q05586 AF-Q05586-F1-model_v4.pdb
Q05655 AF-Q05655-F1-model_v4.pdb
Q05682 AF-Q05682-F1-model_v4.pdb
Q05707 AF-Q05707-F1-model_v4.pdb
Q05823 AF-Q05823-F1-model_v4.pdb
Q05932 AF-Q05932-F1-model_v4.pdb
Q05940 AF-Q05940-F1-model_v4.pdb
Q05996 AF-Q05996-F1-model_v4.pdb
Q05BV3 AF-Q05BV3-F1-model_v4.pdb
Q05D32 AF-Q05D32-F1-model_v4.pdb
Q05D60 AF-Q05D60-F1-model_v4.pdb
Q06033 AF-Q06033-F1-model_v4.pdb
Q06124 AF-Q06124-F1-model_v4.pdb
Q06136 AF-Q06136-F1-model_v4.pdb
Q06187 AF-Q06187-F1-model_v4.pdb
Q06210 AF-Q06210-F1-model_v4.pdb
Q12789 AF-Q12789-F1-model_v4.pdb
Q12791 AF-Q12791-F1-model_v4.pdb
Q12794 AF-Q12794-F1-model_v4.pdb
Q12797 AF-Q12797-F1-model_v4.pdb
Q12802 AF-Q12802-F1-model_v4.pdb
Q12805 AF-Q12805-F1-model_v4.pdb
Q12809 AF-Q12809-F1-model_v4.pdb
Q12815 AF-Q12815-F1-model_v4.pdb
Q12816 AF-Q12816-F1-model_v4.pdb
Q12824 AF-Q12824-F1-model_v4.pdb
Q6EMB2 AF-Q6EMB2-F1-model_v4.pdb
Q6F5E8 AF-Q6F5E8-F1-model_v4.pdb
Q6FIF0 AF-Q6FIF0-F1-model_v4.pdb
Q9NQG6 AF-Q9NQG6-F1-model_v4.pdb
Q9NQG7 AF-Q9NQG7-F1-model_v4.pdb
Q9NQH7 AF-Q9NQH7-F1-model_v4.pdb
Q9NQI0 AF-Q9NQI0-F1-model_v4.pdb
Q9NQL2 AF-Q9NQL2-F1-model_v4.pdb
Q9NQS3 AF-Q9NQS3-F1-model_v4.pdb
Q9NQS7 AF-Q9NQS7-F1-model_v4.pdb
Q9NQT5 AF-Q9NQT5-F1-model_v4.pdb
Q9NQT6 AF-Q9NQT6-F1-model_v4.pdb
Q9NQT8 AF-Q9NQT8-F1-model_v4.pdb
Q9NQU5 AF-Q9NQU5-F1-model_v4.pdb
Q9NPH0 AF-Q9NPH0-F1-model_v4.pdb
Q9NPH2 AF-Q9NPH2-F1-model_v4.pdb
Q9NPH3 AF-Q9NPH3-F1-model_v4.pdb
Q9NPH5 AF-Q9NPH5-F1-model_v4.pdb
Q9NPI0 AF-Q9NPI0-F1-model_v4.pdb
Q9NPI6 AF-Q9NPI6-F1-model_v4.pdb
Q9NPJ6 AF-Q9NPJ6-F1-model_v4.pdb
Q9NPP4 AF-Q9NPP4-F1-model_v4.pdb
Q9NQ11 AF-Q9NQ11-F1-model_v4.pdb
Q9NQ25 AF-Q9NQ25-F1-model_v4.pdb
Q9NQ31 AF-Q9NQ31-F1-model_v4.pdb
Q9NQ36 AF-Q9NQ36-F1-model_v4.pdb
Q9NQ38 AF-Q9NQ38-F1-model_v4.pdb
Q9NQ40 AF-Q9NQ40-F1-model_v4.pdb
Q9NQ48 AF-Q9NQ48-F1-model_v4.pdb
Q9NP80 AF-Q9NP80-F1-model_v4.pdb
Q9NP81 AF-Q9NP81-F1-model_v4.pdb
Q9NP85 AF-Q9NP85-F1-model_v4.pdb
Q9NP91 AF-Q9NP91-F1-model_v4.pdb
Q9NP94 AF-Q9NP94-F1-model_v4.pdb
Q9NP99 AF-Q9NP99-F1-model_v4.pdb
Q9NPA1 AF-Q9NPA1-F1-model_v4.pdb
Q9NPB3 AF-Q9NPB3-F1-model_v4.pdb
Q9NPD5 AF-Q9NPD5-F1-model_v4.pdb
Q9NPF0 AF-Q9NPF0-F1-model_v4.pdb
Q9NPF8 AF-Q9NPF8-F1-model_v4.pdb
Q9NPG3 AF-Q9NPG3-F1-model_v4.pdb
Q9HD20 AF-Q9HD20-F1-model_v4.pdb
Q9HD40 AF-Q9HD40-F1-model_v4.pdb
Q9HD42 AF-Q9HD42-F1-model_v4.pdb
Q9HD47 AF-Q9HD47-F1-model_v4.pdb
Q9HD67 AF-Q9HD67-F1-model_v4.pdb
Q9NNX6 AF-Q9NNX6-F1-model_v4.pdb
Q9NP55 AF-Q9NP55-F1-model_v4.pdb
Q9NP58 AF-Q9NP58-F1-model_v4.pdb
Q9NP66 AF-Q9NP66-F1-model_v4.pdb
Q9NP70 AF-Q9NP70-F1-model_v4.pdb
Q9NP71 AF-Q9NP71-F1-model_v4.pdb
Q9NP72 AF-Q9NP72-F1-model_v4.pdb
Q9NP73 AF-Q9NP73-F1-model_v4.pdb
Q9NP74 AF-Q9NP74-F1-model_v4.pdb
Q9NR11 AF-Q9NR11-F1-model_v4.pdb
Q9NR16 AF-Q9NR16-F1-model_v4.pdb
Q9NR19 AF-Q9NR19-F1-model_v4.pdb
Q9NR28 AF-Q9NR28-F1-model_v4.pdb
Q9NR30 AF-Q9NR30-F1-model_v4.pdb
Q9NR48 AF-Q9NR48-F1-model_v4.pdb
Q9NR50 AF-Q9NR50-F1-model_v4.pdb
Q9NR63 AF-Q9NR63-F1-model_v4.pdb
Q9NR80 AF-Q9NR80-F1-model_v4.pdb
Q9NR82 AF-Q9NR82-F1-model_v4.pdb
Q9NR83 AF-Q9NR83-F1-model_v4.pdb
Q9NR96 AF-Q9NR96-F1-model_v4.pdb
Q9NR97 AF-Q9NR97-F1-model_v4.pdb
Q9NRA0 AF-Q9NRA0-F1-model_v4.pdb
Q9NRA1 AF-Q9NRA1-F1-model_v4.pdb
Q9NRA2 AF-Q9NRA2-F1-model_v4.pdb
Q9NRA8 AF-Q9NRA8-F1-model_v4.pdb
Q9NRC1 AF-Q9NRC1-F1-model_v4.pdb
Q9NRD0 AF-Q9NRD0-F1-model_v4.pdb
Q9NSA2 AF-Q9NSA2-F1-model_v4.pdb
Q9NSB8 AF-Q9NSB8-F1-model_v4.pdb
Q9NSC2 AF-Q9NSC2-F1-model_v4.pdb
Q9NSD5 AF-Q9NSD5-F1-model_v4.pdb
Q9NSD9 AF-Q9NSD9-F1-model_v4.pdb
Q9NSE2 AF-Q9NSE2-F1-model_v4.pdb
Q9NSG2 AF-Q9NSG2-F1-model_v4.pdb
Q9NSI6 AF-Q9NSI6-F1-model_v4.pdb
Q9NSI8 AF-Q9NSI8-F1-model_v4.pdb
Q9NSK7 AF-Q9NSK7-F1-model_v4.pdb
Q9NSN8 AF-Q9NSN8-F1-model_v4.pdb
Q9NRU3 AF-Q9NRU3-F1-model_v4.pdb
Q9NRW7 AF-Q9NRW7-F1-model_v4.pdb
Q9NRX4 AF-Q9NRX4-F1-model_v4.pdb
Q9NRZ9 AF-Q9NRZ9-F1-model_v4.pdb
Q9NS00 AF-Q9NS00-F1-model_v4.pdb
Q9NS15 AF-Q9NS15-F1-model_v4.pdb
Q9NS39 AF-Q9NS39-F1-model_v4.pdb
Q9NS40 AF-Q9NS40-F1-model_v4.pdb
Q9NS56 AF-Q9NS56-F1-model_v4.pdb
Q9NS62 AF-Q9NS62-F1-model_v4.pdb
Q9NS87 AF-Q9NS87-F1-model_v4.pdb
Q9NRD9 AF-Q9NRD9-F1-model_v4.pdb
Q9NRE2 AF-Q9NRE2-F1-model_v4.pdb
Q9NRF2 AF-Q9NRF2-F1-model_v4.pdb
Q9NRG9 AF-Q9NRG9-F1-model_v4.pdb
Q9NRH1 AF-Q9NRH1-F1-model_v4.pdb
Q9NRH2 AF-Q9NRH2-F1-model_v4.pdb
Q9NRI5 AF-Q9NRI5-F1-model_v4.pdb
Q9NRJ4 AF-Q9NRJ4-F1-model_v4.pdb
Q9NRL2 AF-Q9NRL2-F1-model_v4.pdb
Q9NRL3 AF-Q9NRL3-F1-model_v4.pdb
Q9NRM0 AF-Q9NRM0-F1-model_v4.pdb
Q9NRM6 AF-Q9NRM6-F1-model_v4.pdb
Q9NRN5 AF-Q9NRN5-F1-model_v4.pdb
Q9NRP7 AF-Q9NRP7-F1-model_v4.pdb
Q9NRQ2 AF-Q9NRQ2-F1-model_v4.pdb
Q9NRR4 AF-Q9NRR4-F1-model_v4.pdb
Q9NRR5 AF-Q9NRR5-F1-model_v4.pdb
Q9NRR6 AF-Q9NRR6-F1-model_v4.pdb
Q9NST1 AF-Q9NST1-F1-model_v4.pdb
Q9NSU2 AF-Q9NSU2-F1-model_v4.pdb
Q9NSV4 AF-Q9NSV4-F1-model_v4.pdb
Q9NT22 AF-Q9NT22-F1-model_v4.pdb
Q9NTG7 AF-Q9NTG7-F1-model_v4.pdb
Q9NTI5 AF-Q9NTI5-F1-model_v4.pdb
Q9NTJ3 AF-Q9NTJ3-F1-model_v4.pdb
Q9NTJ4 AF-Q9NTJ4-F1-model_v4.pdb
Q9NTK5 AF-Q9NTK5-F1-model_v4.pdb
Q9NTN3 AF-Q9NTN3-F1-model_v4.pdb
Q9NTN9 AF-Q9NTN9-F1-model_v4.pdb
Q9NTX5 AF-Q9NTX5-F1-model_v4.pdb
Q9NTX7 AF-Q9NTX7-F1-model_v4.pdb
Q9NVR5 AF-Q9NVR5-F1-model_v4.pdb
Q9NVS9 AF-Q9NVS9-F1-model_v4.pdb
Q9NVV4 AF-Q9NVV4-F1-model_v4.pdb
Q9NVV9 AF-Q9NVV9-F1-model_v4.pdb
Q9NVW2 AF-Q9NVW2-F1-model_v4.pdb
Q9NVZ3 AF-Q9NVZ3-F1-model_v4.pdb
Q9NW08 AF-Q9NW08-F1-model_v4.pdb
Q9NW13 AF-Q9NW13-F1-model_v4.pdb
Q9NW15 AF-Q9NW15-F1-model_v4.pdb
Q9NW38 AF-Q9NW38-F1-model_v4.pdb
Q9NW81 AF-Q9NW81-F1-model_v4.pdb
Q9NWB1 AF-Q9NWB1-F1-model_v4.pdb
Q9NV66 AF-Q9NV66-F1-model_v4.pdb
Q9NVA1 AF-Q9NVA1-F1-model_v4.pdb
Q9NVC3 AF-Q9NVC3-F1-model_v4.pdb
Q9NVC6 AF-Q9NVC6-F1-model_v4.pdb
Q9NVF7 AF-Q9NVF7-F1-model_v4.pdb
Q9NVH6 AF-Q9NVH6-F1-model_v4.pdb
Q9NVI1 AF-Q9NVI1-F1-model_v4.pdb
Q9NVI7 AF-Q9NVI7-F1-model_v4.pdb
Q9NVM4 AF-Q9NVM4-F1-model_v4.pdb
Q9NU63 AF-Q9NU63-F1-model_v4.pdb
Q9NUA8 AF-Q9NUA8-F1-model_v4.pdb
Q9NUB1 AF-Q9NUB1-F1-model_v4.pdb
Q9NUL3 AF-Q9NUL3-F1-model_v4.pdb
Q9NUN5 AF-Q9NUN5-F1-model_v4.pdb
Q9NUN7 AF-Q9NUN7-F1-model_v4.pdb
Q9NUP7 AF-Q9NUP7-F1-model_v4.pdb
Q9NUQ3 AF-Q9NUQ3-F1-model_v4.pdb
Q9NUQ6 AF-Q9NUQ6-F1-model_v4.pdb
Q9NUQ8 AF-Q9NUQ8-F1-model_v4.pdb
Q9NUT2 AF-Q9NUT2-F1-model_v4.pdb
